Number_1,Number_2,Number_3,Number_4,Number_5,Number_6,Number_7
71,87,27,57,91,62,71
75,96,97,76,7,31,69
46,81,25,10,27,50,43
69,86,84,20,40,14,31
88,37,47,75,34,42,87
97,33,91,57,11,9,13
74,61,32,92,79,9,21
43,12,71,88,25,62,65
26,68,15,32,62,21,56
46,48,99,89,70,99,69
40,88,82,81,66,40,48
99,24,61,31,27,66,13
15,66,18,65,1,13,82
25,13,32,56,69,30,27
92,69,62,47,37,6,83
42,56,73,62,23,31,34
95,72,85,83,21,75,47
78,23,99,85,9,43,4
15,36,20,7,72,96,82
57,29,73,24,50,21,29
55,25,11,81,10,90,26
50,5,70,48,30,56,74
98,33,30,66,81,5,78
59,6,92,81,95,54,5
45,95,75,68,70,35,27
25,79,8,10,95,93,47
61,77,89,78,69,76,15
56,11,5,40,49,10,80
36,86,66,74,12,73,42
77,25,23,78,44,33,97
51,12,18,54,32,50,35
52,2,99,85,10,27,59
6,11,87,89,50,66,38
75,5,50,48,24,23,56
54,68,75,5,62,36,44
28,35,57,44,20,95,5
73,91,18,80,69,19,66
46,11,80,59,96,44,42
82,85,15,4,29,94,3
68,89,67,75,17,7,83
40,46,25,86,85,74,26
64,39,10,78,94,58,47
26,84,45,57,40,51,87
19,82,22,7,71,85,30
63,43,69,97,63,7,97
86,54,54,82,12,84,13
16,78,65,54,49,22,14
89,8,11,67,2,94,96
15,50,92,31,77,43,87
76,59,15,2,62,7,75
27,7,81,60,93,35,93
48,80,20,10,41,78,68
70,94,94,29,59,6,98
29,22,67,81,2,97,85
18,90,5,98,79,92,60
21,54,22,31,89,21,27
9,6,15,5,27,68,16
27,37,29,16,55,68,13
2,1,77,47,56,4,81
19,63,24,3,2,35,79
60,26,66,8,32,90,20
44,16,5,6,82,35,54
28,88,94,97,99,20,86
93,39,12,92,89,66,97
54,96,25,15,91,32,34
68,75,92,66,80,65,5
25,48,89,90,32,45,88
20,99,24,16,67,39,61
38,31,45,61,7,25,65
95,99,96,51,20,86,97
74,63,49,10,55,55,29
39,45,75,81,82,89,23
73,80,27,23,4,47,34
39,89,10,90,44,22,58
29,50,47,49,63,82,97
52,61,30,9,32,13,82
83,60,11,73,79,68,10
68,60,19,49,66,65,87
13,83,9,17,54,30,32
91,1,16,52,18,40,86
92,52,54,29,37,67,8
97,48,12,29,81,88,11
45,14,20,43,24,71,5
74,30,54,1,14,66,85
75,10,70,6,17,19,9
5,61,28,50,5,51,18
16,41,43,91,79,94,77
81,29,18,1,22,24,19
91,29,50,59,89,25,20
34,99,40,6,26,52,77
32,22,79,80,51,26,14
49,80,7,35,51,35,18
65,47,89,68,62,46,87
57,73,94,29,45,41,35
69,16,14,18,92,78,37
85,54,88,40,15,81,37
95,36,97,73,20,38,1
96,95,27,46,67,80,73
82,5,7,65,79,62,89
44,28,94,64,7,55,75
50,89,65,94,40,65,39
53,58,87,95,75,55,89
41,21,79,74,53,79,46
63,13,39,65,49,90,69
53,24,81,90,1,48,47
22,29,98,15,14,72,27
35,38,55,19,30,39,74
32,62,81,56,18,17,4
41,54,66,33,46,51,24
19,72,52,81,31,1,23
83,30,10,88,82,72,20
12,46,11,67,5,23,78
46,91,55,46,66,52,23
80,12,14,62,75,27,5
24,21,90,53,22,77,29
53,59,9,94,47,29,64
37,14,81,78,48,77,31
80,97,68,49,36,31,4
92,13,40,53,79,17,36
94,60,71,75,64,8,42
29,57,5,51,11,44,53
67,54,87,78,33,17,97
18,55,57,81,34,38,9
91,60,17,59,66,84,36
12,63,37,26,25,47,12
30,27,89,78,60,23,43
68,73,27,47,76,88,68
26,64,54,46,49,69,82
61,16,52,80,27,41,32
27,79,92,45,19,24,1
41,46,3,6,86,21,33
7,42,45,84,49,73,34
22,34,72,6,54,22,80
26,99,12,84,71,55,94
85,86,81,6,71,15,18
2,5,46,79,52,82,93
49,10,37,67,69,70,7
72,47,95,39,80,35,65
88,72,67,75,35,81,46
52,81,97,5,78,8,76
27,32,18,96,92,7,3
30,9,57,94,12,23,88
18,76,78,93,93,88,90
73,83,68,70,5,84,38
48,33,44,87,74,53,92
22,56,61,81,80,66,99
48,95,36,51,80,69,85
43,72,15,62,96,13,36
35,79,36,41,78,68,77
18,43,33,9,96,25,52
71,17,92,82,47,25,86
98,6,16,60,4,56,88
3,70,9,51,82,9,37
6,90,70,93,99,70,55
57,42,1,89,34,89,70
71,66,19,30,25,52,59
7,78,34,14,51,87,87
89,46,44,40,76,85,72
51,78,43,11,29,32,83
27,76,56,16,32,23,50
7,45,98,62,2,79,23
14,3,51,20,80,20,93
79,3,23,33,62,46,14
43,36,45,18,24,11,99
4,53,48,66,53,1,15
47,89,69,8,57,76,45
26,85,47,22,35,70,21
4,1,97,96,16,32,77
26,86,85,81,31,92,64
85,59,6,48,45,38,27
26,55,16,11,3,38,87
90,86,9,47,32,94,86
35,81,10,90,17,63,36
81,76,4,19,87,31,12
55,72,29,35,73,6,56
56,80,61,99,60,62,47
27,48,92,69,81,34,81
62,24,1,25,51,26,26
82,67,59,62,13,65,47
8,48,59,16,79,83,81
45,17,31,43,63,59,32
44,20,54,17,10,88,55
92,46,77,18,12,26,90
60,67,53,75,18,58,40
43,76,47,39,23,76,72
95,94,24,58,7,49,34
57,62,10,58,17,51,88
18,27,92,21,58,54,85
61,40,9,62,34,21,77
1,20,54,49,84,74,28
12,48,81,80,60,24,32
94,19,41,96,17,6,11
44,45,79,12,48,89,97
52,87,66,25,6,49,16
80,46,26,22,47,70,57
98,75,73,65,38,64,31
12,98,8,41,51,59,21
62,18,59,99,59,85,98
99,52,82,27,81,13,18
72,98,46,73,38,93,54
51,41,35,40,32,29,35
91,10,95,39,84,36,98
85,76,14,43,43,70,47
73,24,58,69,33,18,59
46,49,47,24,91,8,75
40,71,19,14,53,99,98
93,94,40,92,82,49,40
16,81,50,66,72,57,81
85,32,47,52,57,78,11
72,45,86,20,69,96,38
23,93,34,9,9,70,41
89,44,99,8,17,10,65
36,40,40,63,89,29,39
3,20,79,84,90,70,87
64,24,2,73,38,76,49
27,44,49,99,87,23,1
29,90,81,10,57,55,6
88,25,85,65,17,97,67
79,29,15,79,12,38,35
54,36,34,61,99,54,59
92,1,65,82,59,91,84
42,68,6,57,9,51,72
25,47,32,43,2,7,81
90,66,26,32,42,56,26
6,42,43,44,97,55,53
83,94,22,29,45,61,48
24,39,83,28,61,9,46
64,87,17,27,5,78,47
49,66,70,19,26,95,68
91,60,38,49,39,62,30
14,77,10,33,4,95,80
15,93,19,84,16,76,19
83,92,24,12,94,87,84
56,67,82,58,17,60,3
61,81,90,93,15,65,51
89,29,42,1,47,58,32
66,30,86,31,92,69,69
65,58,76,71,86,76,94
65,65,60,64,69,25,4
9,79,12,67,44,94,39
47,71,2,98,54,47,31
84,55,42,51,19,45,75
61,83,62,28,95,26,58
64,77,54,28,98,75,43
34,92,88,8,71,14,40
35,33,93,7,26,54,14
27,93,28,92,62,28,91
75,24,81,17,8,5,60
29,35,78,31,82,1,72
46,33,99,52,38,10,88
53,13,63,93,12,89,64
70,96,31,73,53,46,68
58,97,55,44,96,81,76
66,83,10,8,40,25,94
11,77,95,47,59,53,34
1,22,64,85,38,84,25
57,37,95,87,72,97,57
87,75,63,76,16,24,40
28,70,10,4,13,40,42
47,11,29,47,55,10,1
25,69,20,58,45,79,65
86,94,41,70,97,5,31
36,14,2,85,70,72,65
45,70,68,46,70,27,82
44,63,49,3,51,36,28
43,10,47,93,9,7,49
59,18,47,40,5,86,71
87,72,89,22,7,26,36
20,16,85,74,67,10,9
2,70,28,31,50,28,15
42,67,35,4,56,31,25
27,61,45,62,53,26,44
31,5,10,76,6,52,59
82,76,72,60,22,58,21
63,11,84,2,91,90,92
58,53,57,79,85,38,16
29,61,38,88,28,11,16
31,56,93,24,58,64,75
3,93,58,77,50,44,71
55,62,73,10,6,71,83
7,86,19,47,21,38,86
2,41,99,53,23,91,46
20,77,15,96,69,75,58
65,87,31,25,48,55,15
35,61,62,64,15,73,99
3,96,32,70,99,51,23
71,31,42,57,42,10,14
48,45,39,14,30,11,68
36,99,83,92,51,50,15
32,16,30,96,4,72,41
55,10,88,42,43,69,67
32,22,75,61,31,21,15
80,59,50,9,49,44,91
63,26,79,99,55,99,69
25,19,10,90,72,19,52
69,40,24,48,56,13,81
66,74,89,39,5,66,35
41,1,31,92,83,8,77
58,51,25,44,29,77,30
55,21,62,44,69,69,86
1,93,48,65,27,90,4
71,91,69,63,94,66,51
73,35,45,89,82,61,97
53,22,25,43,67,93,50
49,38,19,87,87,72,67
70,98,42,14,3,4,28
74,31,90,88,30,4,8
45,39,42,71,30,67,9
46,2,39,6,32,91,37
73,13,99,93,73,38,85
57,93,32,45,16,86,30
60,25,29,82,67,85,26
53,35,73,47,43,37,4
2,16,5,17,50,74,40
21,20,61,32,71,66,2
26,94,62,84,52,3,5
44,64,60,34,54,59,85
59,80,19,44,57,90,17
66,11,20,2,76,61,99
20,34,34,65,46,70,47
70,28,71,19,7,3,68
13,80,27,18,36,80,42
75,11,13,59,30,16,89
95,18,41,83,9,49,20
46,30,75,12,88,97,58
39,57,25,33,81,15,48
58,11,16,2,76,36,82
58,82,43,14,56,71,5
41,88,73,28,7,84,62
3,43,78,28,62,25,24
65,13,53,1,61,33,7
51,91,9,59,77,22,3
29,71,30,39,19,43,63
43,57,21,81,96,23,85
26,21,80,96,21,85,92
39,88,32,60,80,2,23
3,76,4,50,68,39,90
37,47,50,14,44,79,50
91,62,49,49,18,97,12
45,69,16,44,71,49,17
86,24,69,53,55,38,26
67,54,80,22,3,8,45
84,43,95,82,90,22,77
69,18,73,53,2,70,87
30,45,26,39,85,87,6
47,68,58,15,45,33,25
51,87,84,61,3,22,66
50,30,3,75,83,10,92
74,43,69,43,76,74,59
48,80,46,19,35,95,54
41,61,12,87,66,89,83
27,31,73,75,99,61,60
64,28,29,60,40,84,91
86,49,85,84,75,27,44
43,43,89,67,96,98,60
97,62,62,68,78,53,1
51,86,1,41,65,70,52
63,74,22,12,40,9,26
79,63,42,48,85,96,41
53,85,8,49,76,39,79
18,43,54,32,15,87,92
27,94,47,18,8,78,17
47,10,27,7,40,79,50
40,77,13,79,95,30,86
1,71,61,11,67,7,42
33,65,57,55,79,15,38
17,23,41,37,44,24,19
99,15,58,88,30,66,29
75,61,10,93,44,63,76
86,99,72,90,32,35,48
36,78,92,4,42,85,95
3,27,19,95,85,79,6
87,59,32,36,36,87,7
75,60,57,84,33,4,72
9,72,13,4,41,92,49
15,4,54,37,97,48,4
78,88,42,99,47,78,86
42,90,73,26,13,47,9
61,2,31,46,74,80,84
46,20,92,80,7,26,52
58,81,12,64,50,7,84
74,36,2,4,70,50,24
91,18,91,71,72,32,58
28,13,77,67,66,93,94
8,11,88,26,66,30,37
16,20,25,67,93,59,24
42,9,51,37,47,81,47
61,99,16,55,63,47,32
79,53,86,70,52,61,24
28,55,20,47,10,19,66
50,18,41,89,96,19,69
51,88,43,90,5,41,87
53,46,60,18,2,73,62
62,33,4,64,57,47,31
9,6,55,53,39,92,62
45,8,41,62,64,30,36
72,37,54,86,80,9,77
43,14,8,13,95,33,23
49,16,42,17,98,4,44
18,34,80,43,15,1,75
5,79,84,45,41,77,72
73,42,20,30,14,51,32
2,45,84,96,80,74,24
90,61,70,3,77,43,49
80,8,3,90,8,44,71
58,29,2,34,37,63,23
78,14,48,34,20,46,41
10,24,98,78,33,7,74
79,9,19,6,52,56,65
42,62,59,10,76,94,72
11,29,43,64,25,23,2
32,48,15,18,69,99,3
59,65,43,89,32,65,58
3,73,85,84,33,56,70
62,74,57,44,4,42,54
47,98,5,66,32,20,71
94,22,18,13,94,74,2
55,93,91,52,21,55,87
95,19,31,16,83,95,37
21,93,98,91,18,47,66
31,18,4,74,34,38,62
38,97,52,95,46,64,36
19,60,84,48,85,62,29
30,6,25,13,14,28,34
41,80,19,40,78,17,28
33,34,72,28,65,35,68
92,69,83,39,56,87,21
32,87,76,47,99,42,47
78,11,76,64,52,96,83
30,64,26,21,98,91,80
90,88,27,91,4,77,51
4,10,10,22,80,2,15
58,56,2,78,36,61,62
84,30,60,5,25,80,33
35,67,11,95,92,72,5
76,49,30,43,19,94,53
7,69,83,60,32,4,81
49,7,85,89,62,45,42
81,52,7,93,11,59,70
63,34,84,9,65,15,63
11,49,9,13,39,88,97
93,20,29,75,44,50,77
37,56,38,33,77,14,82
31,20,2,1,73,46,95
70,3,47,6,85,92,37
43,96,31,93,86,30,33
56,92,47,1,62,7,68
76,91,57,64,13,9,73
15,57,70,51,32,13,44
26,27,24,93,38,54,39
4,10,6,95,3,89,2
57,32,25,45,26,47,50
86,57,66,99,69,15,61
44,24,70,5,36,5,14
96,90,78,10,49,27,70
93,12,39,52,37,41,43
31,22,65,13,21,74,77
35,90,90,21,21,7,18
72,41,87,13,25,17,35
60,92,37,68,62,86,17
98,25,61,35,69,47,12
55,30,10,94,21,66,52
66,10,98,95,29,48,62
51,39,60,43,58,47,95
27,13,2,37,37,15,4
50,1,50,8,50,41,45
26,63,80,43,36,91,42
36,78,16,42,7,44,66
20,46,56,7,15,27,82
11,52,85,62,1,12,20
7,30,74,72,77,78,34
79,46,20,75,43,17,15
28,13,20,31,44,33,9
20,3,27,1,35,76,2
25,96,54,54,18,72,73
95,88,99,35,76,81,86
50,95,73,59,89,58,20
94,3,24,53,94,70,85
15,58,9,23,7,14,91
55,82,40,1,54,79,79
29,47,8,73,33,6,99
61,94,77,18,40,90,78
84,15,41,18,67,15,51
77,82,91,27,80,53,55
83,14,98,34,47,81,48
70,99,42,1,8,91,71
57,55,18,31,68,24,7
87,17,24,94,17,34,96
12,44,41,91,82,72,26
63,88,80,92,63,28,81
78,73,43,3,99,20,73
76,71,92,91,6,95,41
78,80,36,8,75,8,58
68,46,11,73,33,39,89
94,8,61,81,50,56,85
18,20,83,63,79,14,68
90,91,43,24,38,54,22
34,67,93,99,41,69,36
31,97,35,11,11,80,22
88,56,51,52,19,59,68
4,83,14,39,47,93,82
82,2,7,73,94,59,64
7,43,38,35,36,18,94
20,82,69,40,28,55,67
43,12,69,84,32,77,10
91,37,27,76,93,61,86
84,74,62,40,93,16,28
9,46,74,84,1,14,76
46,90,17,23,95,22,88
85,64,19,66,79,60,71
49,16,45,19,36,77,20
39,60,24,70,79,27,61
84,25,88,30,76,16,2
22,82,12,64,44,80,1
10,64,32,32,32,52,56
64,28,95,99,25,82,83
66,48,98,82,18,34,51
19,63,65,60,52,6,68
31,68,74,71,31,13,71
89,58,57,79,38,4,84
15,47,34,45,67,75,49
57,45,6,1,32,15,28
30,67,19,75,67,66,40
82,1,57,58,25,58,97
93,17,78,80,96,76,35
82,25,99,24,17,7,4
78,54,88,18,39,93,39
1,18,65,2,14,77,29
4,73,39,47,49,34,9
94,17,65,20,79,72,17
19,47,30,51,51,48,35
66,54,64,11,75,86,80
11,97,10,39,18,7,21
79,98,42,50,4,97,34
95,70,53,13,27,50,47
3,78,11,62,82,89,37
49,56,7,93,43,78,10
93,57,85,18,78,58,62
23,84,88,20,6,39,68
79,62,86,46,96,70,99
14,84,63,62,74,42,37
14,89,90,39,47,16,43
48,84,75,44,55,81,94
42,92,70,79,23,1,93
17,2,42,87,39,89,52
4,39,87,82,54,40,40
65,51,26,98,97,23,65
67,61,56,80,24,26,95
60,44,21,22,43,45,39
71,67,37,49,85,56,82
79,32,91,53,60,55,8
23,44,70,8,75,45,59
82,71,37,75,74,92,97
14,34,82,74,15,46,90
13,25,36,30,1,3,31
14,30,76,45,63,39,94
51,52,69,43,56,50,59
53,93,86,90,87,17,88
32,96,16,69,5,3,94
55,37,9,63,10,93,52
59,31,3,20,19,17,48
96,17,1,21,94,19,91
82,67,4,50,59,15,81
50,91,51,56,47,18,17
92,4,70,80,60,86,60
77,82,18,56,23,38,12
6,77,34,62,82,91,50
36,76,23,99,89,76,13
20,93,78,17,8,68,88
3,8,46,40,12,38,9
77,64,83,47,36,28,50
22,29,89,45,92,49,26
55,33,16,5,67,92,86
76,77,33,46,66,58,97
94,83,75,3,96,68,83
84,22,54,75,76,77,35
31,94,92,77,98,68,92
98,89,26,5,15,63,4
8,21,61,33,96,27,8
96,55,93,74,93,29,42
49,13,46,64,27,70,48
73,76,39,3,88,30,55
46,13,17,99,71,45,85
24,86,78,77,8,87,54
61,56,34,3,71,31,64
98,53,2,48,67,68,12
10,95,46,71,65,62,35
34,2,89,90,66,86,83
36,45,53,53,34,20,11
42,92,77,39,64,36,60
62,19,76,63,53,85,53
40,6,29,72,79,43,7
69,27,51,59,15,7,1
21,76,37,20,66,37,77
35,64,57,28,22,52,27
83,63,70,54,49,90,21
36,50,94,94,30,5,38
76,31,20,45,91,95,27
79,9,71,2,45,84,17
49,44,28,37,12,60,60
83,70,70,85,92,22,76
13,38,21,10,78,79,84
38,52,78,37,23,42,29
56,92,7,7,19,98,68
46,69,16,49,85,68,84
35,58,58,89,98,48,78
53,73,4,14,25,86,36
11,17,34,79,76,97,32
10,8,99,79,56,33,5
6,77,76,37,40,18,4
38,77,98,5,99,90,78
13,25,8,6,28,45,43
99,69,23,77,49,40,11
44,85,85,26,6,29,51
59,85,30,26,93,29,6
59,19,87,97,83,61,96
21,97,98,96,51,8,22
55,88,87,49,67,78,61
51,74,26,9,77,84,70
29,53,72,36,97,83,68
92,51,93,86,91,56,29
64,10,98,77,43,73,39
90,50,31,87,12,55,86
99,30,22,63,52,38,64
88,54,81,98,82,74,54
45,53,21,43,61,37,29
99,44,40,63,60,96,4
97,19,87,4,6,53,98
18,8,13,67,35,69,17
15,98,78,87,75,46,11
46,32,16,49,8,55,57
62,13,77,68,82,54,11
66,90,1,24,45,31,83
31,81,18,60,95,77,65
92,50,45,41,96,42,33
43,89,44,71,22,91,78
76,6,26,26,28,6,4
88,8,50,48,10,6,24
79,3,96,94,94,46,80
47,45,66,42,51,64,71
10,45,64,34,96,13,44
66,36,78,86,81,52,5
46,13,82,26,93,46,73
17,31,14,27,16,26,5
53,88,22,13,84,20,9
81,92,27,66,84,95,61
18,56,74,53,85,19,88
12,96,72,80,61,3,57
82,89,33,60,35,69,91
38,8,68,87,44,83,28
27,29,44,38,81,85,15
25,83,94,61,80,43,48
89,62,50,51,61,44,49
46,14,87,10,54,52,66
90,44,77,55,37,11,23
18,26,93,44,86,71,8
7,70,79,59,46,6,91
62,93,5,48,84,63,84
22,81,77,58,85,92,65
64,73,73,28,42,54,91
53,61,81,53,50,73,19
17,44,8,37,84,68,39
9,40,15,1,20,45,12
31,70,76,22,97,53,9
76,31,52,20,33,31,25
82,96,40,1,31,38,29
98,30,53,58,33,61,61
69,66,69,42,4,2,73
25,45,69,19,95,73,46
9,28,49,23,78,68,24
37,65,65,27,76,27,38
66,91,10,64,4,71,31
1,97,4,47,81,28,28
60,2,50,26,38,55,73
34,2,41,47,10,79,7
80,52,25,17,36,61,72
43,75,51,60,24,13,90
82,9,56,32,62,59,9
45,25,60,41,70,57,19
16,36,41,70,56,93,88
26,43,72,84,47,97,55
63,46,3,93,53,66,59
97,50,24,4,50,33,22
35,6,34,67,19,67,3
70,5,37,98,55,78,47
23,37,6,38,42,49,52
31,9,73,70,13,16,92
69,55,5,80,54,73,43
27,26,99,96,10,35,30
54,85,34,68,1,69,97
80,22,67,51,7,52,89
83,50,13,50,3,41,61
37,15,47,67,34,29,60
70,46,52,49,97,68,60
40,27,44,69,30,29,59
59,8,61,32,81,34,82
85,35,43,70,13,53,17
10,17,37,3,42,11,82
16,42,45,96,13,32,13
28,41,18,18,56,55,53
81,95,93,55,92,4,58
45,3,61,64,98,9,87
18,96,71,80,83,28,27
53,83,73,9,93,11,5
27,38,8,87,11,45,96
65,74,63,50,48,73,63
78,3,67,99,51,14,17
46,72,16,52,19,72,37
10,62,23,88,56,61,14
62,79,18,21,70,49,53
6,26,15,7,87,47,27
32,65,46,59,36,47,32
47,93,82,20,57,21,2
9,94,66,89,76,32,51
92,85,26,63,5,89,48
64,32,39,65,46,3,31
13,73,32,33,98,55,79
60,92,12,10,49,68,73
61,94,78,3,61,46,97
88,4,43,87,53,61,33
66,26,5,98,40,97,70
18,53,61,74,88,97,80
34,32,44,81,27,17,60
53,27,58,25,96,93,14
49,51,54,62,53,82,47
19,44,5,22,44,84,21
93,44,11,99,82,13,7
88,43,21,65,96,46,19
13,80,55,53,87,50,52
19,54,51,94,86,54,8
66,33,16,21,69,40,54
44,40,70,42,65,80,18
61,80,46,41,85,51,77
20,97,85,66,47,47,22
10,5,76,56,67,27,57
13,97,9,97,70,53,59
85,12,27,19,43,12,55
42,60,40,51,24,46,3
62,14,71,89,57,79,49
56,53,42,29,33,8,86
17,3,78,10,6,55,91
71,62,87,8,45,41,38
64,43,17,49,26,15,36
44,47,69,26,72,76,67
54,3,89,48,40,30,53
65,82,6,78,28,77,48
56,99,53,28,16,41,75
41,48,28,82,71,51,64
2,49,81,7,88,68,73
30,86,86,50,9,87,3
87,74,84,85,33,89,7
48,11,13,15,84,90,85
25,66,80,39,45,98,64
68,31,14,14,98,94,87
3,79,48,66,71,88,35
49,90,65,77,64,44,39
11,81,3,4,99,73,4
93,80,95,56,97,99,93
7,13,5,47,19,23,13
14,65,4,98,94,28,28
1,26,42,44,24,47,68
45,25,68,81,57,21,5
80,57,10,26,9,34,56
31,19,35,90,83,62,72
87,43,88,87,39,29,31
8,25,59,67,69,49,32
76,23,90,10,83,97,32
84,74,65,58,76,47,12
67,22,42,81,90,88,21
8,55,41,69,68,9,51
17,15,69,13,17,61,91
78,74,18,17,79,98,58
10,85,89,89,70,42,43
72,90,10,47,29,41,78
87,68,52,37,42,39,15
7,69,2,82,9,30,25
78,45,4,16,50,19,28
1,51,92,49,2,23,85
34,92,77,75,63,26,35
3,52,94,58,41,13,95
58,54,39,45,92,90,83
84,99,12,24,67,7,36
86,10,63,89,9,60,32
44,6,27,83,88,89,65
88,1,90,34,58,85,9
29,73,84,69,73,71,26
52,28,35,77,44,46,5
60,46,95,31,70,75,26
21,40,47,86,47,69,47
56,11,34,33,11,60,57
71,70,45,18,40,89,67
17,50,92,88,21,72,88
82,88,1,46,94,10,86
60,17,49,47,33,81,19
34,73,48,98,24,54,30
44,21,40,69,54,55,94
5,77,16,57,80,72,55
14,51,83,95,89,18,52
53,96,35,28,21,18,77
79,59,51,26,43,25,81
85,77,38,43,17,80,91
93,2,5,55,30,93,10
98,17,32,67,38,64,73
58,89,75,11,91,96,95
65,68,76,25,31,47,25
34,58,40,30,31,98,29
29,53,12,75,92,74,27
56,74,17,93,21,80,25
2,71,89,35,43,99,64
54,22,27,97,12,53,28
69,53,9,36,34,42,61
35,85,55,25,23,47,50
23,76,93,12,94,76,68
32,76,62,43,10,41,25
24,81,41,94,43,4,22
72,93,76,86,90,25,48
57,1,43,35,45,22,37
9,79,7,43,16,36,48
12,14,22,24,29,19,27
62,72,32,54,39,13,79
10,49,1,2,71,90,12
80,15,61,44,71,13,69
93,61,36,33,54,56,61
65,37,29,97,38,77,78
52,45,56,92,63,87,86
73,93,79,13,88,94,89
29,81,94,89,66,57,81
91,97,81,40,63,67,12
90,71,35,18,14,85,42
68,46,43,16,77,15,33
48,32,11,84,72,35,65
1,90,23,42,88,21,67
89,61,23,22,56,4,90
16,87,65,74,66,65,38
51,88,99,17,51,7,53
32,69,45,76,48,42,1
89,35,91,72,49,84,40
94,61,44,13,44,86,33
92,23,92,24,42,98,77
30,86,42,23,46,22,73
11,12,53,59,84,63,73
11,25,29,82,49,4,87
2,33,23,49,42,96,30
17,70,93,38,41,90,21
18,65,27,77,63,32,10
90,28,66,68,26,93,28
29,35,63,34,45,96,14
98,76,39,42,98,57,19
12,69,22,30,94,38,7
16,67,74,40,32,28,82
4,9,17,34,65,83,29
80,65,80,70,9,65,36
97,51,80,76,39,77,43
43,77,64,23,91,40,14
11,40,50,35,57,60,8
13,86,61,88,32,47,33
26,99,53,28,30,14,92
32,89,52,59,32,62,9
76,27,81,79,27,49,59
51,94,37,40,87,44,77
30,14,12,69,55,56,24
73,28,39,46,67,65,31
94,8,3,60,88,6,54
14,58,97,88,77,56,4
97,18,46,13,22,17,59
54,29,96,85,71,24,78
25,42,93,86,91,90,19
48,53,37,19,55,74,68
32,27,81,41,97,51,79
52,83,77,99,63,15,54
44,68,92,80,33,15,5
84,21,61,3,95,78,71
31,2,20,91,26,47,79
99,27,4,75,62,20,65
75,35,35,56,1,60,58
57,85,56,10,17,75,59
21,80,55,80,4,12,88
97,98,83,90,85,59,85
59,8,81,57,47,70,6
77,83,11,48,14,6,7
88,41,20,34,95,52,82
16,26,8,67,13,81,2
3,94,28,25,55,56,10
58,54,5,16,81,9,18
58,65,74,5,23,88,9
97,34,24,85,13,30,89
99,25,12,68,54,74,1
33,63,72,97,66,3,38
15,4,20,17,81,66,47
32,36,21,63,74,74,15
29,58,21,45,81,54,45
10,73,6,68,61,59,96
53,45,21,39,64,44,28
56,59,68,13,50,59,19
16,55,96,76,46,81,55
9,18,48,34,24,47,32
42,87,61,20,57,37,27
69,73,56,75,19,36,58
37,43,35,10,91,57,60
32,23,24,27,9,88,69
79,77,58,98,52,73,23
88,75,95,9,4,2,17
68,82,64,16,8,82,53
83,52,61,62,72,22,46
9,25,84,60,65,21,14
45,92,69,63,57,74,50
94,71,31,76,29,22,9
39,93,46,65,66,21,40
15,72,78,54,31,58,24
17,21,90,48,49,8,87
40,63,23,12,80,22,95
7,54,1,22,48,40,42
65,60,10,20,9,99,95
97,16,14,3,45,23,3
24,91,97,99,32,14,55
89,64,56,88,17,10,48
30,72,85,63,67,31,13
64,56,25,44,20,15,92
95,57,14,65,41,62,35
4,72,82,2,40,10,57
41,3,5,9,92,67,44
98,38,38,48,71,30,69
31,45,52,27,41,21,1
93,63,13,44,67,55,78
36,76,96,5,39,10,66
66,92,55,26,24,46,13
15,29,81,80,23,68,12
53,62,78,82,64,29,76
91,57,37,10,40,1,91
81,56,36,24,8,32,4
20,40,81,64,28,89,5
1,63,51,16,77,66,59
89,47,83,53,22,66,69
16,72,13,10,83,40,75
34,86,52,54,62,16,87
74,95,56,68,6,42,15
75,57,74,25,45,23,46
83,6,40,99,98,80,13
67,77,57,5,91,2,70
10,28,82,46,81,24,68
31,72,97,49,38,87,52
3,48,5,42,12,88,98
68,81,37,34,9,31,24
19,65,85,52,23,19,20
23,93,94,35,77,50,1
72,29,53,84,74,58,44
41,87,92,84,35,50,79
13,55,31,3,69,62,23
81,67,60,24,57,83,59
47,25,52,23,93,82,23
44,19,3,29,74,4,34
66,70,79,7,64,93,9
52,71,49,88,42,90,58
70,27,87,11,88,96,50
90,24,44,20,48,70,76
62,30,5,27,3,52,77
77,87,7,77,75,76,65
15,44,30,41,51,23,26
22,9,73,66,28,59,35
47,48,7,72,18,72,72
35,99,35,49,66,99,47
39,56,40,6,56,75,29
87,56,52,45,35,15,31
33,93,62,2,83,93,71
54,38,73,14,62,78,88
30,10,94,23,51,5,5
80,31,72,90,79,77,59
23,23,91,63,48,63,26
3,31,62,46,82,94,34
60,79,21,92,22,55,1
40,54,80,58,24,9,62
12,36,52,82,60,98,73
57,36,91,41,7,15,68
72,25,10,61,83,78,49
83,83,7,44,17,65,80
98,35,68,57,50,35,1
93,49,61,36,52,66,70
36,64,57,80,38,28,61
3,51,43,77,10,87,18
85,75,59,35,59,1,30
23,99,51,45,71,11,33
20,64,60,4,87,34,91
11,83,26,53,69,36,95
38,57,77,46,59,40,7
98,76,10,26,97,80,36
49,49,76,77,36,66,5
11,90,73,10,76,88,79
69,46,35,32,78,33,64
98,52,59,8,65,13,5
77,21,56,14,42,2,12
80,26,20,39,11,67,17
82,24,87,82,52,19,14
66,34,87,52,65,82,66
10,44,49,26,56,23,70
62,14,54,18,43,76,33
83,10,22,98,67,46,43
9,73,37,9,52,63,94
